Allocated = srcs/stringstream/ss_create.c, 20, ss_create, 0x603000005830[24]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002cc90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x60200002ccd0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x60200002ccd0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030b10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030b10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030b50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030b50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030b90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030b90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030bd0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030bd0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030c10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030c10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030c50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030c50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030c90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030c90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030cd0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030cd0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030d10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030d10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030d50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030d50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030d90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030d90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030dd0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030dd0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030e10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030e10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030e50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030e50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030e90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030e90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030ed0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030ed0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030f10[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030f10
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030f50[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030f50
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030f90[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030f90
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000030fd0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000030fd0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031010[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031010
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031050[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031050
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031090[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031090
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000310d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000310d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031110[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031110
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031150[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031150
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031190[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031190
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000311d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000311d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031210[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031210
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031250[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031250
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031290[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031290
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000312d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000312d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031310[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031310
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031350[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031350
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031390[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031390
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000313d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000313d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031410[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031410
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031450[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031450
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031490[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031490
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x6020000314d0[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x6020000314d0
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031510[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031510
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031550[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031550
Allocated = srcs/common/ft_itoa.c, 38, ft_itoa, 0x602000031970[2]
Freed = srcs/game/ft_print_steps.c, 22, ft_show_steps, 0x602000031970
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x603000028600
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x603000028630
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x603000028660
Freed = srcs/utils/ft_free_2d.c, 26, ft_free_2d, 0x6030000285d0
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x60200000a1f0
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x60200000a210
Freed = srcs/utils/ft_free_2d.c, 23, ft_free_2d, 0x60200000a230
Freed = srcs/utils/ft_free_2d.c, 26, ft_free_2d, 0x60400002f990
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b000015540
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b0000156a0
Freed = srcs/t_itbl/ft_itbl_destory.c, 17, ft_itbl_destory, 0x60b0000155f0
Freed = srcs/t_map/ft_map_destory.c, 26, free_itbl_arr, 0x60200000a250
Freed = srcs/t_map/ft_map_destory.c, 26, free_itbl_arr, 0x60200000a270
Freed = srcs/t_map/ft_map_destory.c, 37, ft_map_destory, 0x608000017da0
Freed = srcs/utils/ft_list.c, 56, ft_list_remove, 0x60200000a2b0
Freed = srcs/t_image/ft_image_destory.c, 23, ft_image_destory, 0x60400002fa10
Freed = srcs/mlx_utils/ft_window_destory.c, 23, ft_window_destory, 0x60400002fa50
Freed = srcs/t_input/ft_input_destory.c, 17, ft_input_destory, 0x616000005780
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027100
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027130
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027160
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000027190
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x6030000270d0
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x6030000271c0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x60200000a110
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023f80
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023fb0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023fe0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000024010
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000024040
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000024070
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f810
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x6030000240a0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x60200000a0d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023cb0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023ce0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023d10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023d40
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023d70
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023da0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f750
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000023dd0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x60200000a090
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000239e0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023a10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023a40
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023a70
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023aa0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023ad0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f690
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000023b00
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x60200000a050
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023710
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023740
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023770
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000237a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000237d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023800
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f5d0
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000023830
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x60200000a010
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023440
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023470
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000234a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000234d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023500
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023530
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f510
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000023560
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008fd0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023170
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000231a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000231d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023200
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023230
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000023260
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f450
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000023290
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008f90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022ea0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022ed0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022f00
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022f30
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022f60
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022f90
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f390
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000022fc0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008f50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022c00
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022c30
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022c60
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022c90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022cc0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022cf0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f2d0
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000022d20
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008f10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022960
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022990
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000229c0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000229f0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022a20
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022a50
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f210
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000022a80
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008ed0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000225a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000225d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022600
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022630
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022660
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022690
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f150
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x6030000226c0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008e90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022300
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022330
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022360
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022390
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000223c0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000223f0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002f090
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000022420
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008e50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022060
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022090
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000220c0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000220f0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022120
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000022150
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002efd0
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000022180
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008e10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021dc0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021df0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021e20
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021e50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021e80
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021eb0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002ef10
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000021ee0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008dd0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021b20
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021b50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021b80
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021bb0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021be0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021c10
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002ee50
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000021c40
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008d90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021880
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000218b0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000218e0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021910
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021940
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021970
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002ed90
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x6030000219a0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008d50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000215e0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021610
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021640
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021670
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000216a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000216d0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002ecd0
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000021700
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008d10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000213a0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000213d0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021400
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021430
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021460
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021490
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002ec10
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x6030000214c0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008cd0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021160
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021190
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000211c0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000211f0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021220
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000021250
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002eb50
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000021280
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008c90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020e60
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020e90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020ec0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020ef0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020f20
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002ea90
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000020f50
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008c50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020bc0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020bf0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020c20
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x603000020b90
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000020c50
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008c10
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020800
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020830
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020860
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020890
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000208c0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000208f0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002e950
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x603000020920
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008bd0
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020500
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020530
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020560
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020590
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x6030000205c0
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x60400002e890
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x6030000205f0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008b90
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020230
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020260
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x603000020290
Freed = srcs/sprite/ft_sprite_destory.c, 39, ft_ani_sprite_destory, 0x603000020200
Freed = srcs/sprite/ft_sprite_destory.c, 40, ft_ani_sprite_destory, 0x6030000202c0
Freed = srcs/utils/ft_list.c, 74, ft_free_list, 0x602000008b50
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x60300000f640
Freed = srcs/sprite/ft_sprite_destory.c, 22, ft_sprite_destory, 0x60300000f670
